,,,if anybody knows of a remote to work this-i 'd love to hear from you !,mark####knows####if######nsubj####knows####anybody######xsubj####work####anybody######csubj####love####knows######det####remote####a######prep_of####knows####remote######aux####work####to######xcomp####knows####work######dobj####work####this-i######aux####love####'d######aux####hear####to######xcomp####love####hear######prep_from####hear####you
"dvd, play",,,"( on here of course ) also , a couple_dvd 's would n't play and they were new ones !",conj_and####play####on######pobj####on####here######prep_of####here####course######advmod####play####also######det####couple_dvd####a######nsubj####play####couple_dvd######aux####play####would######neg####play####n't######nsubj####ones####they######cop####ones####were######amod####ones####new######conj_and####play####ones
remote,,,i had to return the remote on this product because it appeared to be defective .,nsubj####had####i######xsubj####return####i######aux####return####to######xcomp####had####return######det####remote####the######dobj####return####remote######det####product####this######prep_on####return####product######mark####appeared####because######nsubj####appeared####it######xsubj####defective####it######advcl####had####appeared######aux####defective####to######cop####defective####be######xcomp####appeared####defective
,,,it took over 2 months and repeated follow-up to get it replaced .,nsubj####took####it######nsubj####repeated####it######prt####took####over######num####months####2######tmod####took####months######conj_and####took####repeated######acomp####repeated####follow-up######aux####get####to######xcomp####follow-up####get######nsubj####replaced####it######ccomp####get####replaced
customer service,,,the customer_service dept did not list a toll free number and it was a real hassle to get through on their regular line .,det####dept####the######amod####dept####customer_service######nsubj####list####dept######aux####list####did######neg####list####not######det####number####a######nn####number####toll######amod####number####free######dobj####list####number######nsubj####hassle####it######cop####hassle####was######det####hassle####a######amod####hassle####real######conj_and####list####hassle######aux####get####to######infmod####hassle####get######prt####get####through######poss####line####their######amod####line####regular######prep_on####get####line
apex,,,i would not be inclined to purchase an apex product again .,nsubj####inclined####i######aux####inclined####would######neg####inclined####not######cop####inclined####be######aux####purchase####to######xcomp####inclined####purchase######det####product####an######nn####product####apex######dobj####purchase####product######advmod####purchase####again
door,,,door broke after a month .,nsubj####broke####door######det####month####a######prep_after####broke####month
unit,,,unit took forever since the begiining to recognize and play discs .,nsubj####took####unit######xsubj####recognize####unit######advmod####took####forever######det####begiining####the######prep_since####took####begiining######aux####recognize####to######xcomp####took####recognize######xcomp####took####play######conj_and####recognize####play######dobj####recognize####discs
,,player,3 months of use and it no longer recognizes anything .,num####months####3######nsubj####recognizes####months######prep_of####months####use######prep_of####months####it######conj_and####use####it######advmod####longer####no######advmod####recognizes####longer######dobj####recognizes####anything
,,,forget about it .,prep_about####forget####it
,,,it 's money down the drain .,nsubj####money####it######cop####money####'s######advmod####money####down######det####drain####the######dep####down####drain
,,,get cheaper panasonics or toshibas or even sonys .,amod####panasonics####cheaper######dobj####get####panasonics######dobj####get####toshibas######conj_or####panasonics####toshibas######dobj####get####even######advmod####panasonics####even######conj_or####panasonics####even######dep####panasonics####sonys
player,,,"well , it was nice while it lasted .",advmod####nice####well######nsubj####nice####it######cop####nice####was######mark####lasted####while######nsubj####lasted####it######advcl####nice####lasted
player,,,"after @ 3 months , it stoppped playing higher number_scenes on dvds .",number####3####@######num####months####3######prep_after####stoppped####months######nsubj####stoppped####it######xcomp####stoppped####playing######amod####number_scenes####higher######dobj####playing####number_scenes######prep_on####playing####dvds
,player,,"as an engineer , i am embarrassed for the engineering_profession when such crap is released for sale .",det####engineer####an######prep_as####embarrassed####engineer######nsubj####embarrassed####i######cop####embarrassed####am######det####engineering_profession####the######prep_for####embarrassed####engineering_profession######tmod####released####engineering_profession######advmod####released####when######rel####released####when######amod####crap####such######nsubjpass####released####crap######auxpass####released####is######dep####engineering_profession####released######prep_for####released####sale
,,player,only used for 3 month before it 's down !,nsubj####used####only######prep_for####used####3######tmod####used####month######mark####down####before######nsubj####down####it######cop####down####'s######advcl####used####down
,,,i had hoped this was bought from walmart so that i could return it !,nsubj####hoped####i######aux####hoped####had######nsubjpass####bought####this######auxpass####bought####was######ccomp####hoped####bought######prep_from####bought####walmart######advmod####return####so######dep####return####that######nsubj####return####i######aux####return####could######ccomp####bought####return######dobj####return####it
picture,,,"it sends discoutinous signals to tv , so the tv has the pictures for one moment and has only the white noise for the other moment .",nsubj####sends####it######amod####signals####discoutinous######dobj####sends####signals######prep_to####sends####tv######dep####sends####so######det####tv####the######nsubj####has####tv######nsubj####has####tv######ccomp####sends####has######det####pictures####the######dobj####has####pictures######num####moment####one######prep_for####pictures####moment######ccomp####sends####has######conj_and####has####has######advmod####noise####only######det####noise####the######amod####noise####white######dobj####has####noise######det####moment####the######amod####moment####other######prep_for####noise####moment
color,,,the other thing_i do n't like about this 2600 is that it makes the color_look over saturated .,det####thing_i####the######amod####thing_i####other######nsubj####like####thing_i######aux####like####do######neg####like####n't######mark####is####about######det####2600####this######nsubj####is####2600######advcl####like####is######complm####makes####that######nsubj####makes####it######ccomp####is####makes######det####color_look####the######dobj####makes####color_look######prep_over####color_look####saturated
,,,"maybe it 's good for tvs with not so good color_settings , but not good for my tv that already has very vibrant pictures .",advmod####good####maybe######nsubj####good####it######cop####good####'s######prep_for####good####tvs######neg####good####not######advmod####good####so######amod####color_settings####good######prep_with####tvs####color_settings######conj_but####good####not######neg####good####not######advmod####good####good######dep####good####for######poss####tv####my######pobj####for####tv######nsubj####has####tv######advmod####has####already######rcmod####tv####has######advmod####vibrant####very######amod####pictures####vibrant######dobj####has####pictures
,,,i purchased the ad2600 after feeling comfortable with the reviews i read here on amazon .,nsubj####purchased####i######det####ad2600####the######dobj####purchased####ad2600######prepc_after####purchased####feeling######acomp####feeling####comfortable######det####i####the######nn####i####reviews######prep_with####comfortable####i######partmod####i####read######advmod####read####here######prep_on####read####amazon
,,,"as soon as i lifted the unit out of the box , i questioned my judgement .",advmod####soon####as######advmod####questioned####soon######mark####lifted####as######nsubj####lifted####i######dep####soon####lifted######det####unit####the######dobj####lifted####unit######det####box####the######prep_out_of####lifted####box######nsubj####questioned####i######poss####judgement####my######dobj####questioned####judgement
,unit,,the entire unit was poorly crafted .,det####unit####the######amod####unit####entire######nsubjpass####crafted####unit######auxpass####crafted####was######advmod####crafted####poorly
screw tip,,,there were sharp screw tips on the underside of the unit coming from inside that were obviously used to anchor the internal control_board .,expl####were####there######amod####tips####sharp######nn####tips####screw######nsubj####were####tips######det####underside####the######prep_on####tips####underside######det####unit####the######prep_of####underside####unit######partmod####unit####coming######prep_from####coming####inside######nsubjpass####used####inside######auxpass####used####were######advmod####used####obviously######rcmod####inside####used######aux####anchor####to######xcomp####used####anchor######det####control_board####the######amod####control_board####internal######dobj####anchor####control_board
"dvd, play",,,"after hooking the thing up , i found that it would only played less than 50 % of the dvds_i put in it .",prepc_after####found####hooking######det####thing####the######dobj####hooking####thing######prt####hooking####up######nsubj####found####i######complm####played####that######nsubj####played####it######aux####played####would######advmod####played####only######ccomp####found####played######dep####than####less######quantmod####50####than######num####%####50######dobj####played####%######det####dvds_i####the######prep_of####%####dvds_i######partmod####dvds_i####put######prep_in####put####it
,,,most of the dvds_i was trying were fairly new and were in great condition .,nsubj####trying####most######det####dvds_i####the######prep_of####most####dvds_i######aux####trying####was######cop####new####were######advmod####new####fairly######ccomp####trying####new######ccomp####trying####were######conj_and####new####were######amod####condition####great######prep_in####were####condition
player,,,the dvd_player just would't recognize them .,det####dvd_player####the######nsubj####t####dvd_player######advmod####t####just######aux####t####would######xcomp####t####recognize######dobj####recognize####them
no disc,,,"it would spin , read , spin some more and then show on the display that there was no disc .",nsubj####spin####it######nsubj####read####it######nsubj####spin####it######nsubj####show####it######aux####spin####would######conj_and####spin####read######conj_and####spin####spin######det####more####some######dobj####spin####more######advmod####spin####then######conj_and####spin####then######conj_and####spin####show######det####display####the######prep_on####show####display######complm####was####that######expl####was####there######ccomp####show####was######det####disc####no######nsubj####was####disc
,,,i ended up sending the unit back to amazon .,nsubj####ended####i######prt####ended####up######xcomp####ended####sending######det####unit####the######dobj####sending####unit######prt####sending####back######prep_to####sending####amazon
progressive scan,format,,"this dvd_player plays raw mpeg2 and mpeg1_videos , jpeg , wma , cdr_/ cdrw_/ dvdr_/ dvdrw , and of course_plays dvd movies from uk . i love the aiff , progressive scan feature .",dep####love####i######det####feature####the######amod####feature####aiff######amod####feature####progressive######nn####feature####scan######dobj####love####feature
,,,now it would have gotten 5 stars had this baby come with features to upgrade the firmware and was able to play divx or avi_videos .,advmod####gotten####now######nsubj####gotten####it######aux####gotten####would######aux####gotten####have######num####stars####5######dobj####gotten####stars######rcmod####stars####had######det####baby####this######dobj####had####baby######xsubj####upgrade####baby######partmod####baby####come######prep_with####come####features######aux####upgrade####to######xcomp####come####upgrade######det####firmware####the######dobj####upgrade####firmware######cop####able####was######rcmod####stars####able######conj_and####had####able######aux####play####to######xcomp####able####play######dobj####play####divx######dobj####play####avi_videos######conj_or####divx####avi_videos
,,,but for $ 49.99 go get one !,dep####but####for######pobj####for####$######num####$####49.99######rcmod####$####go######xcomp####go####get######dobj####get####one
,,,features and looks this dvd_player is overpriced had it come with sony or one of the other top brand_names .,nsubj####had####features######conj_and####features####looks######nsubj####had####looks######det####dvd_player####this######nsubj####overpriced####dvd_player######cop####overpriced####is######rcmod####features####overpriced######nsubj####come####it######ccomp####had####come######prep_with####come####sony######prep_with####come####one######conj_or####sony####one######det####brand_names####the######amod####brand_names####other######amod####brand_names####top######prep_of####sony####brand_names
player,,,i have not even used my new dvd_player and already i am disapointed !,nsubj####used####i######aux####used####have######neg####used####not######advmod####used####even######poss####dvd_player####my######amod####dvd_player####new######dobj####used####dvd_player######advmod####disapointed####already######nsubjpass####disapointed####i######auxpass####disapointed####am######conj_and####used####disapointed
,,,i have been trying for over a week to contact apex .,dep####trying####i######aux####trying####have######aux####trying####been######dep####trying####for######det####week####a######prep_over####trying####week######aux####contact####to######infmod####week####contact######dobj####contact####apex
customer service,,,they will not respond to my emails ( promised turnaround_time is 24 hours ) and the phone_line is constantly busy .,nsubj####respond####they######aux####respond####will######neg####respond####not######poss####emails####my######prep_to####respond####emails######amod####turnaround_time####promised######nsubj####hours####turnaround_time######cop####hours####is######num####hours####24######dep####respond####hours######det####phone_line####the######nsubj####busy####phone_line######cop####busy####is######advmod####busy####constantly######conj_and####respond####busy
,,,all i am looking for is a rebate form !,det####i####all######nsubj####looking####i######aux####looking####am######mark####form####for######cop####form####is######det####form####a######nn####form####rebate######advcl####looking####form
,,,"i accually did n't buy the apex ad-2600 from amazon but , the reviews_i found here helped me purchase it .",nsubj####buy####i######advmod####buy####accually######aux####buy####did######neg####buy####n't######det####ad-2600####the######nn####ad-2600####apex######dobj####buy####ad-2600######prep_from####buy####amazon######det####reviews_i####the######nsubj####found####reviews_i######ccomp####buy####found######conj_but####buy####found######nsubj####helped####here######ccomp####found####helped######nsubj####purchase####me######ccomp####helped####purchase######dobj####purchase####it
,,,i have owned an apex ad-3201 for close to 3 years now and i love that deck .,nsubj####owned####i######aux####owned####have######det####ad-3201####an######nn####ad-3201####apex######dobj####owned####ad-3201######num####years####close######dep####close####to######number####close####3######prep_for####ad-3201####years######advmod####owned####now######nsubj####love####i######conj_and####owned####love######det####deck####that######dobj####love####deck
feature,,,"because of it 's hidden features ( no macrovision , non-regional ) i keep this baby around to watch non-american region_dvd 's .",advcl####keep####of######poss####features####it######amod####features####hidden######prep_because_of####keep####features######det####macrovision####no######dep####keep####macrovision######appos####macrovision####non-regional######nsubj####keep####i######xsubj####watch####i######det####baby####this######measure####around####baby######advmod####keep####around######aux####watch####to######xcomp####keep####watch######amod####'s####non-american######amod####'s####region_dvd######dobj####watch####'s
,,,"however , the ad-2600 does n't have this feature ( for now ) .",advmod####have####however######det####ad-2600####the######nsubj####have####ad-2600######aux####have####does######neg####have####n't######det####feature####this######dobj####have####feature######prep####feature####for######pobj####for####now
"play, different file",,,"the cool thing about the ad-2600 it plays alot of different file like mp3 , wma cds , jpeg and kodak picture_cds , dvd 's , dvd - /_+ r 's .",det####thing####the######amod####thing####cool######nsubj####dvd####thing######det####ad-2600####the######prep_about####thing####ad-2600######nsubj####plays####it######rcmod####thing####plays######dobj####plays####alot######amod####file####different######prep_of####alot####file######nn####picture_cds####mp3######dep####picture_cds####wma######nn####picture_cds####cds######conj_and####cds####jpeg######nn####picture_cds####jpeg######conj_and####cds####kodak######nn####picture_cds####kodak######prep_like####file####picture_cds######appos####thing####dvd######poss####thing####dvd######number####_####\/######num####r####_######amod####r####+######dobj####dvd####r
"play, mpeg",,,"it 's not a listed feature but , the one thing that sold the unit is that it plays mpeg video .",nsubj####feature####it######cop####feature####'s######neg####feature####not######det####feature####a######amod####feature####listed######det####thing####the######num####thing####one######nsubj####sold####thing######nsubj####is####thing######rcmod####thing####sold######det####unit####the######dobj####sold####unit######ccomp####feature####is######conj_but####feature####is######complm####plays####that######nsubj####plays####it######ccomp####is####plays######xcomp####plays####mpeg######dobj####mpeg####video
,,mpeg,i find this to be a great feature .,dep####find####i######nsubj####feature####this######aux####feature####to######cop####feature####be######det####feature####a######amod####feature####great######xcomp####find####feature
,,play,i 've tried playing all of these discs and they all play great .,nsubj####tried####i######aux####tried####'ve######xcomp####tried####playing######dobj####playing####all######det####discs####these######prep_of####all####discs######nsubj####play####they######advmod####play####all######conj_and####tried####play######acomp####play####great
feature,,,for the money_apex machines have good features .,det####money_apex####the######prep_for####have####money_apex######nsubj####have####machines######amod####features####good######dobj####have####features
,,,you can 't find the mpeg_playback on high priced units .,nsubj####t####you######aux####t####can######xcomp####t####find######det####mpeg_playback####the######dobj####find####mpeg_playback######advmod####priced####high######amod####units####priced######prep_on####mpeg_playback####units
design,,,"it 's low profile , space saving design looks nice .",nsubj####profile####it######cop####profile####'s######amod####profile####low######ccomp####looks####profile######nn####design####space######nn####design####saving######nsubj####looks####design######acomp####looks####nice
,player,,i find the apex ad-2600 to be a great buy .,dep####find####i######det####apex####the######nsubj####ad-2600####apex######xcomp####find####ad-2600######aux####buy####to######cop####buy####be######det####buy####a######amod####buy####great######xcomp####ad-2600####buy
,,,i received this dvd_player free with the purchase of a palm tungsten e from officemax .,nsubj####received####i######det####tungsten####this######amod####tungsten####dvd_player######amod####tungsten####free######det####purchase####the######prep_with####free####purchase######det####palm####a######prep_of####purchase####palm######dobj####received####tungsten######dep####tungsten####e######prep_from####received####officemax
,,player,now i know why - they are pieces of junk .,advmod####know####now######nsubj####know####i######dep####know####why######nsubj####pieces####they######cop####pieces####are######parataxis####know####pieces######prep_of####pieces####junk
no disc, screen,,less than a month later the screen_freezes and eventually shows `` no disc . ``
,,,this is the second apex_dvd player_i 've had - and the last .,nsubj####player_i####this######nsubj####last####this######cop####player_i####is######det####player_i####the######amod####player_i####second######amod####player_i####apex_dvd######aux####had####'ve######rcmod####player_i####had######det####last####the######conj_and####player_i####last
,,,my first player ( model ad-500a ) went into the trash about 6 months after i bought it .,poss####player####my######amod####player####first######nsubj####went####player######nn####ad-500a####model######appos####player####ad-500a######det####trash####the######prep_into####went####trash######quantmod####6####about######num####months####6######dep####bought####months######dep####bought####after######nsubj####bought####i######ccomp####went####bought######dobj####bought####it
service,,,same story as everybody else when trying to get service from apex - nothing .,amod####story####same######prep_as####story####everybody######advmod####everybody####else######advmod####trying####when######rel####trying####when######dep####everybody####trying######aux####get####to######xcomp####trying####get######dobj####get####service######prep_from####get####apex######dep####everybody####nothing
,,,pay a few more bucks and get something else - it 'll be worth it in the long run .,det####bucks####a######amod####bucks####few######amod####bucks####more######dobj####pay####bucks######conj_and####pay####get######dobj####get####something######advmod####something####else######nsubj####worth####it######aux####worth####'ll######cop####worth####be######dep####something####worth######dobj####pay####it######det####run####the######amod####run####long######prep_in####pay####run
format,,,"i was surprised to find that not only could this dvd_player play_mpeg2 format which allowed me to stack 2 movies on a dvd , but it also was able to play vob_files which i created with smart ripper .",nsubj####surprised####i######cop####surprised####was######aux####find####to######xcomp####surprised####find######complm####dvd_player####that######dep####dvd_player####not######dep####not####only######aux####dvd_player####could######nsubj####dvd_player####this######dep####find####dvd_player######amod####format####play_mpeg2######dobj####dvd_player####format######nsubj####allowed####format######rcmod####format####allowed######nsubj####stack####me######aux####stack####to######xcomp####allowed####stack######num####movies####2######dobj####stack####movies######det####dvd####a######prep_on####stack####dvd######nsubj####able####it######advmod####able####also######cop####able####was######conj_but####surprised####able######aux####play####to######xcomp####able####play######dobj####play####vob_files######dobj####created####vob_files######rel####created####which######nsubj####created####i######rcmod####vob_files####created######amod####ripper####smart######prep_with####created####ripper
aff,,,the aff feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal .,det####feature####the######nn####feature####aff######nsubj####did####feature######det####job####a######amod####job####great######dobj####did####job######xcomp####did####converting######det####letterbox####the######dobj####converting####letterbox######aux####fill####to######infmod####letterbox####fill######dobj####fill####3\/4######det####screen####the######prep_of####3\/4####screen######det####image####the######nsubj####looked####image######advmod####looked####still######conj_and####did####looked######acomp####looked####normal
design,,,loved the slim design .,det####design####the######amod####design####slim######dobj####loved####design
color signal,,,this unit was working fine for the 1st month and a half and then the color_signal disappeared .,det####unit####this######nsubj####working####unit######aux####working####was######acomp####working####fine######det####month####the######num####month####1st######prep_for####fine####month######det####half####a######prep_for####fine####half######conj_and####month####half######advmod####working####then######conj_and####working####then######det####color_signal####the######nsubj####disappeared####color_signal######ccomp####working####disappeared
customer service,,,apex has still not responded to my email describing the problem after almost a week and their customer_service line is always busy .,nsubj####responded####apex######aux####responded####has######advmod####responded####still######neg####responded####not######poss####email####my######prep_to####responded####email######partmod####email####describing######det####problem####the######dobj####describing####problem######mark####busy####after######advmod####week####almost######det####week####a######nsubj####busy####week######poss####line####their######amod####line####customer_service######conj_and####week####line######nsubj####busy####line######cop####busy####is######advmod####busy####always######advcl####describing####busy
,,,"it plays all my back-ups , + or - , and everything else i have put in it without a hick up .",nsubj####plays####it######nsubj####+####it######predet####back-ups####all######poss####back-ups####my######dobj####plays####back-ups######conj_or####plays####+######nsubj####put####everything######advmod####everything####else######advmod####put####i######aux####put####have######conj_and####plays####put######prep_in####put####it######prep####put####without######det####hick####a######dep####up####hick######dep####without####up
audio,,,audio is excellent .,nsubj####excellent####audio######cop####excellent####is
,,,well worth the money .,advmod####worth####well######amod####money####worth######det####money####the
,,,"after having bought and been disappointed in another brand of dvd_player , i purchased the apex ad2600 from amazon and first of all i should say it was delivered much more quickly than i had expected .",dep####purchased####after######aux####bought####having######pcomp####after####bought######auxpass####disappointed####been######pcomp####after####disappointed######conj_and####bought####disappointed######det####brand####another######prep_in####disappointed####brand######prep_of####brand####dvd_player######nsubj####purchased####i######det####ad2600####the######nn####ad2600####apex######dobj####purchased####ad2600######prep_from####purchased####amazon######nsubj####say####first######det####i####all######prep_of####first####i######aux####say####should######conj_and####purchased####say######nsubjpass####delivered####it######auxpass####delivered####was######ccomp####say####delivered######advmod####quickly####much######advmod####quickly####more######advmod####delivered####quickly######mark####expected####than######nsubj####expected####i######aux####expected####had######dep####quickly####expected
,,,"( good going , amazon ) .",nsubj####going####good######dep####amazon####going
"player, format",,,i am very pleased with the apex_ad2600.it plays just about anything you put in the drawer .,nsubj####plays####it######advmod####plays####just######prep_about####plays####anything######dobj####put####anything######nsubj####put####you######rcmod####anything####put######det####drawer####the######prep_in####put####drawer
,,,"so far i 've played regular dvd 's , backup dvd-r 's , mp3 cd 's , and regular cd 's .",advmod####far####so######advmod####played####far######nsubj####played####i######aux####played####'ve######amod####dvd####regular######dobj####played####dvd######rcmod####dvd####'s######amod####dvd-r####backup######nsubj####'s####dvd-r######ccomp####'s####'s######amod####cd####mp3######appos####dvd####cd######poss####dvd####cd######amod####cd####regular######nsubj####'s####cd######conj_and####played####'s
,,,"i have not yet tried the photo_show capability , but i 'm thinking that will probably work well too , based on the success with the above mentioned disks .",nsubj####tried####i######aux####tried####have######neg####tried####not######advmod####tried####yet######det####capability####the######nn####capability####photo_show######dobj####tried####capability######nsubj####thinking####i######aux####thinking####'m######conj_but####tried####thinking######complm####work####that######aux####work####will######advmod####work####probably######ccomp####thinking####work######advmod####work####well######advmod####work####too######det####success####the######prep_based_on####work####success######det####disks####the######amod####disks####above######num####disks####mentioned######prep_with####success####disks
,,,i do want to mention too that it is certainly worthwhile to read the instruction manual that comes with the unit .,dep####want####i######aux####want####do######aux####mention####to######xcomp####want####mention######advmod####mention####too######complm####worthwhile####that######nsubj####worthwhile####it######cop####worthwhile####is######advmod####worthwhile####certainly######ccomp####mention####worthwhile######aux####read####to######xcomp####worthwhile####read######det####manual####the######nn####manual####instruction######dobj####read####manual######nsubj####comes####manual######rcmod####manual####comes######det####unit####the######prep_with####comes####unit
,,,"the comments i 've read about having problems with this dvd_player all seem to stem from pushing the incorrect buttons on the dvd_remote.for instance , pushing the button to play pal ( european type ) movies , when an ntsc ( usa type ) movie_disk is in the disk_tray .",prep_for####is####instance######csubj####is####pushing######det####button####the######dobj####pushing####button######aux####play####to######infmod####button####play######amod####movies####pal######nn####type####european######appos####movies####type######dobj####play####movies######advmod####movie_disk####when######det####ntsc####an######nsubj####movie_disk####ntsc######nn####type####usa######appos####ntsc####type######advcl####play####movie_disk######det####disk_tray####the######prep_in####is####disk_tray
,,,"so , if you read the instructions well , you should n't have any problems with this dvd unit .",dep####have####so######mark####read####if######nsubj####read####you######advcl####have####read######det####instructions####the######dobj####read####instructions######advmod####read####well######nsubj####have####you######aux####have####should######neg####have####n't######det####problems####any######dobj####have####problems######det####unit####this######nn####unit####dvd######prep_with####problems####unit
,,,"i can 't speak to its long-term reliability , as i 've only had the apex_ad2600 for a little over a week at this point .",amod####can####i######poss####t####can######nsubj####speak####t######poss####reliability####its######amod####reliability####long-term######prep_to####speak####reliability######mark####had####as######nsubj####had####i######aux####had####'ve######advmod####had####only######advcl####speak####had######det####apex_ad2600####the######dobj####had####apex_ad2600######det####little####a######prep_for####had####little######det####week####a######prep_over####little####week######det####point####this######prep_at####had####point
,,player,"but , it seems to work so well now , that i do n't anticipate any problems with it .",cc####seems####but######nsubj####seems####it######xsubj####work####it######aux####work####to######xcomp####seems####work######advmod####well####so######advmod####work####well######advmod####work####now######complm####anticipate####that######nsubj####anticipate####i######aux####anticipate####do######neg####anticipate####n't######ccomp####work####anticipate######det####problems####any######dobj####anticipate####problems######prep_with####anticipate####it
,,,bottom line for me is that for the price_i do n't think you can go wrong at all by purchasing this dvd_player .,amod####line####bottom######nsubj####is####line######prep_for####line####me######complm####think####that######dep####think####for######det####price_i####the######nsubj####think####price_i######aux####think####do######neg####think####n't######ccomp####is####think######nsubj####go####you######aux####go####can######ccomp####think####go######acomp####go####wrong######advmod####wrong####at######dep####at####all######prepc_by####wrong####purchasing######det####dvd_player####this######dobj####purchasing####dvd_player
,,,wow !
,player,,simple to use and hook up .,aux####use####to######dep####simple####use######dep####simple####hook######conj_and####use####hook######prt####hook####up
,,,"comes with standard rca_jacks for output , along with s-video output ( s-video cable not included , must be purchased seperately ) and also component video_outputs .",amod####rca_jacks####standard######prep_with####comes####rca_jacks######prep_for####rca_jacks####output######amod####output####s-video######prep_along_with####rca_jacks####output######amod####cable####s-video######dep####output####cable######neg####included####not######ccomp####purchased####included######aux####purchased####must######auxpass####purchased####be######rcmod####cable####purchased######advmod####purchased####seperately######advmod####video_outputs####also######nsubj####video_outputs####component######conj_and####comes####video_outputs
"progressive scan,remote",,,the progressive scan option can be turned off easily by a button on the remote_control which is one of the simplest and easiest remote_controls i have ever seen or used .,det####option####the######amod####option####progressive######nn####option####scan######nsubjpass####turned####option######aux####turned####can######auxpass####turned####be######prt####turned####off######advmod####turned####easily######det####button####a######agent####turned####button######det####remote_control####the######prep_on####turned####remote_control######nsubj####one####remote_control######cop####one####is######rcmod####remote_control####one######dep####simplest####the######prep_of####one####simplest######prep_of####one####easiest######conj_and####simplest####easiest######rcmod####simplest####remote_controls######nsubj####seen####i######nsubj####used####i######aux####seen####have######advmod####seen####ever######ccomp####remote_controls####seen######ccomp####remote_controls####used######conj_or####seen####used
,,,i also own an `` apex_ad 1201 `` dvd player and have had no problems with it since i purchased it almost 1 1/2 years ago .,dep####own####i######advmod####own####also######det####player####an######amod####player####apex_ad######num####player####1201######nn####player####dvd######xcomp####own####player######aux####had####have######conj_and####own####had######det####problems####no######dobj####had####problems######prep_with####had####it######mark####purchased####since######nsubj####purchased####i######advcl####had####purchased######dobj####purchased####it######advmod####years####almost######num####years####1 1\/2######dep####ago####years######advmod####purchased####ago
,,,one big difference between the 1201 and the 2600 models is that the 2600 model is virtually silent .,num####difference####one######amod####difference####big######nsubj####is####difference######det####1201####the######prep_between####difference####1201######det####models####the######num####models####2600######prep_between####difference####models######conj_and####1201####models######complm####silent####that######det####model####the######num####model####2600######nsubj####silent####model######cop####silent####is######advmod####silent####virtually######ccomp####is####silent
,,,and does n't need to be placed in a cabinet like the 1201 does .,nsubj####need####and######xsubj####placed####and######aux####need####does######neg####need####n't######aux####placed####to######auxpass####placed####be######xcomp####need####placed######det####cabinet####a######prep_in####placed####cabinet######mark####does####like######det####1201####the######nsubj####does####1201######advcl####need####does
,,,friends of mine who own apex tv_sets are also all very pleased .,nsubj####pleased####friends######prep_of####friends####mine######nsubj####own####mine######rcmod####mine####own######nn####tv_sets####apex######dobj####own####tv_sets######cop####pleased####are######advmod####pleased####also######advmod####pleased####all######advmod####pleased####very
,,,i would not hesitate to purchase this if you are uncertain of the brand_name .,nsubj####hesitate####i######xsubj####purchase####i######aux####hesitate####would######neg####hesitate####not######aux####purchase####to######xcomp####hesitate####purchase######dobj####purchase####this######mark####uncertain####if######nsubj####uncertain####you######cop####uncertain####are######advcl####purchase####uncertain######det####brand_name####the######prep_of####uncertain####brand_name
,,,consider it for a future gift too !,dobj####consider####it######det####gift####a######amod####gift####future######prep_for####consider####gift######advmod####gift####too
player,,,this dvd_play is basicly junk .,det####dvd_play####this######nsubj####junk####dvd_play######cop####junk####is######amod####junk####basicly
,,play,it wo n't play all of my movies .,nsubj####play####it######aux####play####wo######neg####play####n't######dobj####play####all######poss####movies####my######prep_of####all####movies
,,,keeps coming up with no disk_errors .,xcomp####keeps####coming######prt####coming####up######det####disk_errors####no######prep_with####coming####disk_errors
customer service,,,"i tried called apex cust service , no help .",nsubj####tried####i######dep####called####tried######nn####service####apex######nn####service####cust######nsubj####called####service######det####help####no######appos####service####help
,,,do n't waste your money .,aux####waste####do######neg####waste####n't######poss####money####your######dobj####waste####money
,,player,"mine was 2 weeks old and i chucked it in the trash , where it belongs .",nsubj####old####mine######cop####old####was######num####weeks####2######measure####old####weeks######nsubj####chucked####i######conj_and####old####chucked######dobj####chucked####it######det####trash####the######prep_in####chucked####trash######advmod####belongs####where######nsubj####belongs####it######advcl####chucked####belongs
,,,this is the 4 apex_player that i have bought .,nsubj####apex_player####this######cop####apex_player####is######det####apex_player####the######num####apex_player####4######complm####bought####that######nsubj####bought####i######aux####bought####have######ccomp####apex_player####bought
,,,you might think you are saving money by buying an apex but in the long run you will spend more .,nsubj####think####you######aux####think####might######nsubj####saving####you######aux####saving####are######ccomp####think####saving######dobj####saving####money######prepc_by####saving####buying######det####apex####an######dobj####buying####apex######det####run####the######amod####run####long######prep_in####spend####run######nsubj####spend####you######aux####spend####will######conj_but####think####spend######dobj####spend####more
,,player,each of the 4 lasted less than six months .,nsubj####lasted####each######det####4####the######prep_of####each####4######dep####than####less######quantmod####six####than######num####months####six######tmod####lasted####months
,,,you can get a pretty good progressive scan sony or toshiba now for 68 bucks just about anywhere .,nsubj####get####you######aux####get####can######det####scan####a######advmod####good####pretty######amod####scan####good######amod####scan####progressive######dobj####get####scan######amod####scan####sony######amod####scan####toshiba######conj_or####sony####toshiba######dep####get####now######num####bucks####68######prep_for####get####bucks######quantmod####anywhere####just######quantmod####anywhere####about######num####bucks####anywhere
,,,spend the money its well worth it .,det####money####the######dobj####spend####money######poss####well####its######dep####worth####well######prep####spend####worth######dep####worth####it
